"[1B]C2[1B]P2: Basic Attack[1B]R
Standard attacks that can be chained consecutively. Can also be performed midair.",0,23,0,-1
"[1B]C2[1B]P3: Special Attack[1B]R
Character specific actions. Effects vary from simple attacks to ability-enhancing buffs.",1,23,1,-1
"[1B]C2[1B]P3: Special Attack from [1B]P2[1B]R
Strong attacks chained from standard attacks. Different moves are performed depending on the number of times [1B]P2 is pressed.",2,23,2,-1
"[1B]C2[1B]P3+[1B]P0: Showtime[1B]R
When the Showtime gauge is full, unleash a powerful attack by pressing [1B]P3 and [1B]P0 at the same time.",3,5,3,-1
"To progress the story, head towards [1B]C2the area with the [1B]M1~18~ icon[1B]R. By approaching or interacting with the [1B]M1~18~, the story will advance.",4,87,4,-1
"[1B]C2[1B]P3: Save[1B]R
You can save your current progress when [1B]C2[1B]P3Save[1B]R
is displayed at the lower-right corner of the screen.",5,65,5,-1
"[1B]C2[1B]PK while holding [1B]P4: Persona Skills[1B]R
Hold [1B]P4 and move [1B]PH to aim at enemies, then use skills with [1B]PK. Activating skills will consume HP or SP.",6,3,-1,-1
"Persona skills have certain [1B]C2affinities[1B]R, while enemies may have [1B]C2weaknesses[1B]R to specific affinities. By using attacks that an enemy is weak against, you will deal greater damage and deplete the enemy's [1B]C2down gauge[1B]R.",7,153,6,-1
Some skills are activated by consuming HP. HP lost through skill use [1B]C2will gradually replenish over time if you do not take damage[1B]R.,8,143,148,-1
[1B]Z,9,-1,-1,-1
"There are some Persona skills that are intended to be used on party members, such as [1B]C2HP recovery[1B]R, [1B]C2buffs[1B]R, and [1B]C2status ailment removal[1B]R skills.",10,147,-1,-1
"Activate these skills with [1B]P4 then [1B]PK, [1B]C2select a
party member[1B]R with the directional buttons, then
press [1B]PK again to use the skill.",11,147,7,-1
"[1B]C2[1B]P0 on downed enemies: All-Out Attacks[1B]R
While an enemy is [1B]C2knocked down[1B]R, press [1B]P0 to initiate an [1B]C2All-Out Attack[1B]R with your teammates.",12,4,8,-1
"Since they can deal damage to several enemies at once, it is a good idea to use All-Out Attacks on large groups of enemies.",13,4,156,-1
"[1B]C2When an enemy's down gauge is fully depleted[1B]R, it will be knocked down. You can deplete an enemy's down gauge by [1B]C2striking its weaknesses[1B]R or by landing [1B]C2Critical[1B]R and [1B]C2Technical hits[1B]R.",14,4,9,-1
"[1B]C2[1B]P0 during on-screen prompt: Phantom Dash[1B]R
Press [1B]P0 to move swiftly. After a phantom dash, you will automatically [1B]C2go into hiding[1B]R.",15,0,154,-1
"[1B]C2[1B]P3 while in hiding: Special Actions[1B]R
Depending on the situation, pressing [1B]P3 [1B]C2while in hiding[1B]R will perform different actions, such as attacking or moving.",16,0,153,-1
"[1B]C2[1B]PH while in hiding: Switch Targets[1B]R
If you are [1B]C2in hiding[1B]R and there are more points to phantom dash to, you can [1B]C2switch between different target points[1B]R with [1B]PH.",17,0,155,-1
"[1B]C2[1B]P5 while moving: Dash[1B]R
While moving in the Metaverse, pressing [1B]P5 will allow you to [1B]C2dash[1B]R.",18,79,-1,-1
"[1B]C2[1B]PI: Command Menu[1B]R
This menu allows you to check the status of party  members and adjust equipment, among other things.",19,66,10,-1
"[1B]C2The upper-right corner of the screen[1B]R displays your [1B]C2current objective[1B]R, as well as a [1B]C2hint[1B]R to help you complete that objective.",20,68,11,-1
Press [1B]C2[1B]PI[1B]R to open the command menu. Consumable items can be used in the [1B]C2Item[1B]R submenu. This can also be done [1B]C2during battles[1B]R.,21,6,12,-1
"[1B]C2[1B]P4 while holding [1B]P7: Fire Gun[1B]R
While aiming your gun by holding [1B]P7, you can fire with [1B]P4. Each type of gun has its own [1B]C2ammo stock[1B]R. [1B]C2After a battle ends[1B]R, ammo will [1B]C2replenish[1B]R.",22,71,13,-1
"There are [1B]C2several methods of aiming[1B]R which differ by character. Some will lock on to enemies, while others can aim manually.",23,146,14,-1
"Certain characters can also [1B]C2change the way they aim[1B]R, or [1B]C2perform special gun attacks[1B]R. Master each character's unique abilities to give yourself an edge in battles.",24,146,15,-1
"After battle, a [1B]C2Persona[1B]R may [1B]C2level up[1B]R. Their stats will increase, and they may potentially learn [1B]C2new skills[1B]R.",25,21,16,-1
"Some skills [1B]C2activate automatically[1B]R, and [1B]C2do not need to be activated[1B]R by [1B]C2holding [1B]P4 and pressing [1B]PK[1B]R.",26,21,17,-1
"Enemies can also use skills. When a [1B]C2skill name appears above an enemy[1B]R, it means they are preparing to use that skill. Use situational awareness to avoid enemy attacks and go on the offensive.",27,22,18,-1
"When defeating Shadows that have shown their true forms, a mask may appear. By [1B]C2picking up the mask[1B]R, or by [1B]C2completing the battle[1B]R, you will [1B]C2obtain a new Persona[1B]R.",28,9,19,-1
"[1B]C2[1B]PF while holding [1B]P4: Persona Change[1B]R
Joker's infinite potential allows him to carry multiple Personas. He can switch these at will via [1B]C2Persona Change[1B]R.",29,44,-1,-1
Switching Personas also [1B]C2switches the skills you can use[1B]R and [1B]C2changes some special attacks[1B]R that you can perform. Observe your enemy and choose the Persona that is most suited to your current battle.,30,44,157,-1
"Joker's [1B]C2currently equipped Persona[1B]R will also affect his [1B]C2stats[1B]R and [1B]C2affinities[1B]R. When you become comfortable with switching Personas, keep a mental note of what Persona to have equipped.",31,44,158,-1
"[1B]C2[1B]P0 during on-screen prompt: 1 More[1B]R
Foes with larger down gauges won't be knocked down right away. Break a shield icon to create an opening, then press [1B]P0 during the prompt to [1B]C2attack again[1B]R.",32,2,20,-1
"[1B]C2[1B]P6: Lock On[1B]R
When you want to prioritize a specific enemy to attack, press [1B]P6 to [1B]C2lock on[1B]R.",33,80,21,-1
Battles will go more smoothly if you focus on enemies with problematic skills or wide attack ranges first.,34,80,-1,-1
"[1B]C2[1B]PB out of combat in the Metaverse: Auto-Recover[1B]R
When your party members have lost HP, press [1B]PB to activate [1B]C2Auto-Recover[1B]R.",35,82,22,-1
[1B]C2Auto-Recover[1B]R makes use of your party's healing skills to immediately [1B]C2restore HP[1B]R to [1B]C2all party members[1B]R. Be aware that the appropriate amount of SP will still be consumed.,36,82,-1,-1
"You can check [1B]C2tutorials[1B]R you have seen before and other related information by opening the command menu, navigating to the [1B]C2System[1B]R submenu, then selecting [1B]C2Tutorial[1B]R.",37,69,23,-1
"[1B]C2[1B]P0: Talking and Examining[1B]R
Approach people and press [1B]P0 to speak to them or listen in on conversations to get information relating to the Monarch.",38,81,24,-1
Intel can also be gathered from sources other than people. [1B]C2Local shops[1B]R may sometimes have valuable information on the Monarch as well.,39,81,25,-1
