"Whew, this summer
sure is a hot one.",0,10,11727,15,0,10,0,0
"Man, the curry there is so good.",1,10,11658,15,0,10,0,0
Another police scandal? There've been so many lately.,2,10,11678,10,0,0,0,0
"Hey, let's go see what's playing at the movies!",3,10,11719,10,0,0,0,0
Is it true that the Phantom Thieves are back?,4,10,11749,0,15,0,0,0
Their Desires were stolen? What does that even mean?,5,10,11720,0,10,0,0,0
What a commotion...,6,10,11742,0,10,0,0,0
Now things are really getting interesting!,7,10,11662,0,10,0,0,0
The Phantom Thieves are back? How intriguing.,8,10,11662,0,0,15,0,0
I knew that sudden confession was fishy...,9,10,11702,0,0,10,0,0
0,10,-1,-1,0,0,0,0,0
0,11,-1,-1,0,0,0,0,0
0,12,-1,-1,0,0,0,0,0
0,13,-1,-1,0,0,0,0,0
0,14,-1,-1,0,0,0,0,0
0,15,-1,-1,0,0,0,0,0
0,16,-1,-1,0,0,0,0,0
0,17,-1,-1,0,0,0,0,0
0,18,-1,-1,0,0,0,0,0
0,19,-1,-1,0,0,0,0,0
0,20,-1,-1,0,0,0,0,0
0,21,-1,-1,0,0,0,0,0
0,22,-1,-1,0,0,0,0,0
0,23,-1,-1,0,0,0,0,0
0,24,-1,-1,0,0,0,0,0
0,25,-1,-1,0,0,0,0,0
0,26,-1,-1,0,0,0,0,0
0,27,-1,-1,0,0,0,0,0
0,28,-1,-1,0,0,0,0,0
0,29,-1,-1,0,0,0,0,0
0,30,-1,-1,0,0,0,0,0
0,31,-1,-1,0,0,0,0,0
0,32,-1,-1,0,0,0,0,0
0,33,-1,-1,0,0,0,0,0
0,34,-1,-1,0,0,0,0,0
0,35,-1,-1,0,0,0,0,0
0,36,-1,-1,0,0,0,0,0
0,37,-1,-1,0,0,0,0,0
0,38,-1,-1,0,0,0,0,0
0,39,-1,-1,0,0,0,0,0
0,40,-1,-1,0,0,0,0,0
0,41,-1,-1,0,0,0,0,0
0,42,-1,-1,0,0,0,0,0
0,43,-1,-1,0,0,0,0,0
0,44,-1,-1,0,0,0,0,0
0,45,-1,-1,0,0,0,0,0
0,46,-1,-1,0,0,0,0,0
0,47,-1,-1,0,0,0,0,0
0,48,-1,-1,0,0,0,0,0
0,49,-1,-1,0,0,0,0,0
0,50,-1,-1,0,0,0,0,0
0,51,-1,-1,0,0,0,0,0
0,52,-1,-1,0,0,0,0,0
0,53,-1,-1,0,0,0,0,0
0,54,-1,-1,0,0,0,0,0
0,55,-1,-1,0,0,0,0,0
0,56,-1,-1,0,0,0,0,0
0,57,-1,-1,0,0,0,0,0
0,58,-1,-1,0,0,0,0,0
0,59,-1,-1,0,0,0,0,0
0,60,-1,-1,0,0,0,0,0
0,61,-1,-1,0,0,0,0,0
0,62,-1,-1,0,0,0,0,0
0,63,-1,-1,0,0,0,0,0
0,64,-1,-1,0,0,0,0,0
0,65,-1,-1,0,0,0,0,0
0,66,-1,-1,0,0,0,0,0
0,67,-1,-1,0,0,0,0,0
0,68,-1,-1,0,0,0,0,0
0,69,-1,-1,0,0,0,0,0
0,70,-1,-1,0,0,0,0,0
0,71,-1,-1,0,0,0,0,0
0,72,-1,-1,0,0,0,0,0
0,73,-1,-1,0,0,0,0,0
0,74,-1,-1,0,0,0,0,0
0,75,-1,-1,0,0,0,0,0
0,76,-1,-1,0,0,0,0,0
0,77,-1,-1,0,0,0,0,0
0,78,-1,-1,0,0,0,0,0
0,79,-1,-1,0,0,0,0,0
0,80,-1,-1,0,0,0,0,0
0,81,-1,-1,0,0,0,0,0
0,82,-1,-1,0,0,0,0,0
0,83,-1,-1,0,0,0,0,0
0,84,-1,-1,0,0,0,0,0
0,85,-1,-1,0,0,0,0,0
0,86,-1,-1,0,0,0,0,0
0,87,-1,-1,0,0,0,0,0
0,88,-1,-1,0,0,0,0,0
0,89,-1,-1,0,0,0,0,0
0,90,-1,-1,0,0,0,0,0
0,91,-1,-1,0,0,0,0,0
0,92,-1,-1,0,0,0,0,0
0,93,-1,-1,0,0,0,0,0
0,94,-1,-1,0,0,0,0,0
0,95,-1,-1,0,0,0,0,0
0,96,-1,-1,0,0,0,0,0
0,97,-1,-1,0,0,0,0,0
0,98,-1,-1,0,0,0,0,0
0,99,-1,-1,0,0,0,0,0
Aliiice! Make me your slave!,100,8,11744,5,0,0,0,0
"*sigh* Oh, Alice...",101,8,11755,5,0,0,0,0
I can't stop thinking about her. I just love her so much!,102,8,11746,5,0,0,0,0
I wanna be just like Alice...,103,8,11764,5,0,0,0,0
I can't believe Alice touched me... I'm never washing this hand again!,104,8,11659,5,0,0,0,0
Alice's CD got sold out everywhere...,105,8,11771,5,0,0,0,0
Alice is the cutest person in the universe!,106,8,11752,5,0,0,0,0
Alice has such an incredible fashion sense!,107,8,11767,5,0,0,0,0
"That document tampering
confession... I heard it was
the Phantom Thieves.",108,8,11729,5,0,0,0,0
Is she really that cute?,109,8,11768,5,0,0,0,0
Hello? I'm right in front of Buchiko.,110,12,11665,100,0,100,0,0
You really get more bang for your buck at Big Bang Burger.,111,13,11747,100,0,100,0,0
Won'tcha gimme your Desires?,112,9,-1,100,100,0,0,0
0,113,-1,-1,0,0,0,0,0
0,114,-1,-1,0,0,0,0,0
0,115,-1,-1,0,0,0,0,0
0,116,-1,-1,0,0,0,0,0
0,117,-1,-1,0,0,0,0,0
0,118,-1,-1,0,0,0,0,0
0,119,-1,-1,0,0,0,0,0
Are you serious? Why would the Phantom Thieves target Alice?,120,8,11745,0,10,0,0,0
"Whaaat, they sent a calling card to Alice? Why!?",121,8,11753,0,10,0,0,0
There's no way... The Phantom Thieves have got it all wrong.,122,8,11661,0,5,0,0,0
I want Alice to step on me...,123,8,11746,0,10,0,0,0
The Phantom Thieves are back!,124,8,11749,0,10,0,0,0
"Go, Phantom Thieves! We've been waiting for your return!",125,8,11707,0,10,0,0,0
"Man, what a party! This is so fun!",126,8,11777,0,10,0,0,0
0,127,-1,-1,0,0,0,0,0
0,128,-1,-1,0,0,0,0,0
0,129,-1,-1,0,0,0,0,0
0,130,-1,-1,0,0,0,0,0
0,131,-1,-1,0,0,0,0,0
0,132,-1,-1,0,0,0,0,0
0,133,-1,-1,0,0,0,0,0
0,134,-1,-1,0,0,0,0,0
0,135,-1,-1,0,0,0,0,0
0,136,-1,-1,0,0,0,0,0
0,137,-1,-1,0,0,0,0,0
0,138,-1,-1,0,0,0,0,0
0,139,-1,-1,0,0,0,0,0
How do I get rid of all the Alice merch I've got at home?,140,8,11774,0,0,6,0,0
"Wow, I had no idea Alice was such a terrible person.",141,8,11660,0,0,6,0,0
"I dunno what's going on, but frankly I don't care anymore.",142,8,11786,0,0,6,0,0
The rumors were true! The Phantom Thieves really are back!,143,8,11777,0,0,6,0,0
I kind of feel sorry for Alice...,144,8,11766,0,0,6,0,0
"""New cosmetics in stock. You can't beat our prices!""",145,9,-1,0,0,100,0,0
"First that confession, now the Phantom Thieves' return... Will our country really be okay?",146,8,11684,0,0,6,0,0
The Phantom Thieves are back!,147,8,11749,0,0,15,0,0
Too many strange incidents are happening... What are we going to do?,148,8,11705,0,0,6,0,0
0,149,-1,-1,0,0,0,0,0
0,150,-1,-1,0,0,0,0,0
0,151,-1,-1,0,0,0,0,0
0,152,-1,-1,0,0,0,0,0
0,153,-1,-1,0,0,0,0,0
0,154,-1,-1,0,0,0,0,0
0,155,-1,-1,0,0,0,0,0
0,156,-1,-1,0,0,0,0,0
0,157,-1,-1,0,0,0,0,0
0,158,-1,-1,0,0,0,0,0
0,159,-1,-1,0,0,0,0,0
"Ugh, it's too hot. It's tiring me out...",160,14,11655,2,0,4,0,0
What the... This store's got a 1 star rating? I ain't goin' there.,161,14,11669,2,0,4,0,0
EMMA. List recommended travel goods.,162,14,11708,2,0,4,0,0
"Our taxes keep going up, but our wages don't. What a joke...",163,14,11684,2,0,4,0,0
Isn't EMMA super useful?,164,14,11654,5,0,4,0,0
"There've been a lot of weird incidents recently, haven't there?",165,14,11703,10,0,4,0,0
"Oh, oh! I want pancakes!",166,14,11719,2,0,4,0,0
All they ever talk about are idols. I'm tired of it.,167,14,11687,2,0,4,0,0
Maybe I should apply at Big Bang Burger...,168,14,11700,2,0,4,0,0
Where're you gonna go during summer break? We should go see the fireworks!,169,14,11658,2,0,4,0,0
Maybe this AI will help Japan's economy make a comeback.,170,14,11681,2,0,4,0,0
0,171,-1,-1,0,0,0,0,0
0,172,-1,-1,0,0,0,0,0
0,173,-1,-1,0,0,0,0,0
0,174,-1,-1,0,0,0,0,0
0,175,-1,-1,0,0,0,0,0
0,176,-1,-1,0,0,0,0,0
0,177,-1,-1,0,0,0,0,0
0,178,-1,-1,0,0,0,0,0
0,179,-1,-1,0,0,0,0,0
0,180,-1,-1,0,0,0,0,0
0,181,-1,-1,0,0,0,0,0
0,182,-1,-1,0,0,0,0,0
0,183,-1,-1,0,0,0,0,0
0,184,-1,-1,0,0,0,0,0
0,185,-1,-1,0,0,0,0,0
0,186,-1,-1,0,0,0,0,0
0,187,-1,-1,0,0,0,0,0
0,188,-1,-1,0,0,0,0,0
0,189,-1,-1,0,0,0,0,0
0,190,-1,-1,0,0,0,0,0
0,191,-1,-1,0,0,0,0,0
0,192,-1,-1,0,0,0,0,0
0,193,-1,-1,0,0,0,0,0
0,194,-1,-1,0,0,0,0,0
0,195,-1,-1,0,0,0,0,0
0,196,-1,-1,0,0,0,0,0
0,197,-1,-1,0,0,0,0,0
0,198,-1,-1,0,0,0,0,0
0,199,-1,-1,0,0,0,0,0
How many copies of “Prince of Nightmares” did you buy?,200,0,11804,4,0,0,0,0
So the Phantom Thieves are back... Did you hear what they did to Alice?,201,0,11818,7,0,0,0,0
"I'm so obsessed with the Overlord, I forget to eat...",202,0,11808,3,0,0,0,0
I hope Natsume's books get popular all over the world!,203,0,11812,5,0,0,0,0
"Being excited is fine, but they're going overboard. I don't get it.",204,0,11780,5,0,0,0,0
"Since Natsume likes Tanabata, I'm doing my decorations early this year!",205,0,11767,10,0,0,0,0
