"Wow! To think you guys are the famous
Phantom Thieves!",0,106,0,-1,3567,1
You've got the wrong guys.,1,12,-1,-1,-1,0
We were just pretending.,2,12,-1,-1,-1,0
I think you misheard us.,3,12,-1,-1,-1,0
"Come on now, don't try to hide it.",4,106,1,-1,3568,0
"When you guys mentioned Alice and Natsume,
I imagine you were referring to Alice Hiiragi and
Ango Natsume from the press conferences, yes?",5,106,0,-1,3569,0
Is it safe to assume those were your doing?,6,106,0,-1,3570,0
"Oh, and what was that about EMMA giving
people access to Jails? Is that related to
everyone's hearts getting changed?",7,106,1,-1,3571,0
She... She heard everything...,8,15,3,-1,3572,0
"Um... Can we ask what you're doing here,
Ichinose-san?",9,17,0,-1,3573,0
"Oh, I told you at the beef tongue place, didn't I?
I'm a researcher at the university.",10,106,0,-1,3574,0
Oh... That's right.,11,18,4,-1,3575,0
"I'm also the one who designed the base for
EMMA.",12,106,0,-1,3576,0
You made the base!?,13,19,21,-1,3577,0
"I didn't tell you? I specialize in the research and
development of artificial intelligence.",14,106,0,-1,3578,0
Uh... We definitely didn't hear about that.,15,15,3,-1,3579,0
"Around the time I finished developing EMMA,
Madicce came to me with an offer to buy it.",16,106,0,-1,3580,0
"I was actually pretty tight on money at the time,
so I went ahead and sold it.",17,106,1,-1,3581,0
Is this lady for real...?,18,13,4,-1,3582,0
"Oh, by the way, that's why Madicce is
participating in the lecture today.",19,106,0,-1,3583,0
"Well, to be more accurate, the university asked
me to reach out to them. I certainly didn't
expect the CEO himself to show up, though.",20,106,0,-1,3584,0
"I only got invited because of my little connection with the company. Anyhow, yeah, that's how I ended up being there to overhear everything.",21,106,0,-1,3585,0
"So you're EMMA's creator and Madicce is
simply the ones running it?",22,16,0,-1,3586,0
"Oh... Well, they're definitely the ones running it,
but I can't say for sure if that's all they've been
doing.",23,106,5,-1,3587,0
"I just designed the base. Who knows what
Madicce did once I sold it to them...",24,106,0,-1,3588,0
"So, you know all about EMMA, then, right?",25,15,0,-1,3589,0
"Naturally. It's like my baby, you know? And at
the risk of tooting my own horn, it's a reeeally
good baby.",26,106,1,-1,3590,0
"Well... Never would've expected this turn of
events.",27,2,4,-1,3591,0
"Do you think she's telling the truth about
designing EMMA?",28,15,0,-1,3592,0
"I do think it's impressive that the CEO of
Madicce came to personally give a lecture.",29,18,0,-1,3593,0
"If she's the one who made it happen, doesn't
that mean she has a lot of influence?",30,18,0,-1,3594,0
"This is true... And let's not forget the university
asked her to attend the lecture.",31,16,0,-1,3595,0
"What should we do? She could probably tell us
a lot about EMMA.",32,2,2,-1,3596,0
Not to mention she knows who we are now...,33,15,3,-1,3597,0
"Whaddya think, [1B]S1?",34,13,0,-1,3598,1
Let's tell her the truth.,35,12,-1,-1,-1,0
Let's ask for her help.,36,12,-1,-1,-1,0
Let's play dumb and run for it.,37,12,-1,-1,-1,0
I guess it's too late to cover this up...,38,2,3,-1,3599,0
"No way... It's a little late for that, don't you think?",39,19,3,-1,3600,0
"Yeah, it'd be a real drag if we ditched her now
and she started tellin' the whole world about us...",40,13,3,-1,3601,0
"Then, we may as well go all in and find out what
we can. Nothing ventured, nothing gained.",41,16,0,-1,3602,0
"It's settled, then. We'll tell her everything.",42,17,2,-1,3603,0
Is all of that true?,43,106,4,-1,3604,0
"Right, we know, it's kinda hard to believe, huh?",44,13,3,-1,3605,0
"Hey, what if we just show her, like we did with
Zenkichi?",45,19,3,-1,3606,0
"Wow! It really does exist! I mean, how else could
you explain all this!?",46,106,15,-1,3607,0
"So EMMA functions as the entry point here, huh?
No, that's... If I consider the possibilities...",47,106,1,-1,3608,0
Uh... She believed all that?,48,15,4,-1,3609,0
"Oh, you have no idea how FASCINATING this is!
What an incredible development!",49,106,1,-1,3610,0
"Haha... Uh, well... At least we don't gotta go
through the trouble of convincin' her.",50,13,3,-1,3611,0
"Ichinose-san, do you have any idea why EMMA
is serving as an entry point to the Jails?",51,17,0,-1,3612,0
"Oh, no, couldn't tell you.",52,106,0,-1,3613,0
I'm surprised this other world even exists. There's no way I could've thought up a way to get in if I didn't even know it existed to begin with.,53,106,0,-1,3614,0
"Yeah, that figures... Wait, so that means... That
function was added later?",54,19,3,-1,3615,0
"A world where people's Desires are stolen and
their hearts are changed... Hmm... So many
questions.",55,106,0,-1,3616,0
"Oh, wait, maybe I should be heartbroken here...
My baby is being used for evil, after all.",56,106,5,-1,3617,1
Let's help each other.,57,12,-1,-1,-1,0
We'd like your cooperation.,58,12,-1,-1,-1,0
Think you can help?,59,12,-1,-1,-1,0
Right. How about we make a deal?,60,17,0,-1,3618,0
"Ooh, I like the sound of that. Super phantom
thief-y!",61,106,1,-1,3619,0
I'd be glad to help however I can.,62,106,0,-1,3620,0
"And I can't say I don't feel kinda responsible for
all of this. More than anything, though, I think
I'd die of curiosity if I didn't get involved!",63,106,0,-1,3621,0
"So what do you need me to look into?
Say the word, and I'm on it.",64,106,1,-1,3622,1
Tell us about EMMA.,65,12,-1,-1,-1,0
Tell us about Madicce.,66,12,-1,-1,-1,0
What happened after you sold it?,67,12,-1,-1,-1,0
"Right... Well, for starters, we'd like you to find
whatever you can about EMMA's current state.",68,17,0,-1,3623,0
"Maybe try and figure out how it's different from
the base you created.",69,17,0,-1,3624,0
"Yeah... If it wasn't you, then I'm thinkin'
Madicce probably messed with EMMA
somehow.",70,19,0,-1,3625,0
Any lead you can give us would be awesome.,71,19,0,-1,3626,0
"Indeed. We'd be very interested to know exactly
what kind of changes EMMA went through
thereafter.",72,16,0,-1,3627,0
"I see. Basically, you'd like to know the secret
behind this new version of EMMA. And if
someone's responsible, you want to know who.",73,106,0,-1,3628,0
"Oh, hey. We found some of those mystery
junk parts out there, didn't we?",74,19,0,-1,3629,0
"Maybe if she takes a look at 'em, we'll learn more about that world.",75,19,0,-1,3630,0
"Ooh, so you're gonna give me a bunch of neat
stuff to analyze?",76,106,0,-1,3631,0
"Yes, that's excellent, just wonderful. In fact, I'll
even buy them from you, as research materials.",77,106,1,-1,3632,0
"Well, if this is going to be a deal, then we'll need to provide something as well. Hmm...",78,17,0,-1,3633,0
"Nonsense, it's fine just the way it is! My inner
researcher is just squealing with delight!",79,106,1,-1,3634,0
"So, what do you say we seal the deal?",80,106,0,-1,3635,1
"It's a deal, then.",81,12,-1,-1,-1,0
Here's to working together.,82,12,-1,-1,-1,0
We'll be counting on you.,83,12,-1,-1,-1,0
Okay! Looking forward to it!,84,106,1,-1,3636,0
"Oh, yo. If she specializes in AI, maybe we should
ask about Sophia, yeah?",85,13,0,-1,3637,0
Huh? Sophia?,86,106,4,-1,3638,0
"Hi, I'm Sophia, humanity's companion. It's nice
to meet you, Ichinose.",87,20,1,-1,3639,0
This is... Sophia?,88,106,4,-1,3640,0
"Huh... It's nice to meet you, too.",89,106,0,-1,3641,0
Who flipped the switch on her!?,90,13,4,-1,3642,0
"Oh, no, it's just that I've got so much on my mind right now... I guess even I'm a little confused.",91,106,5,-1,3643,0
