,0,13,0,-1,9036,0
,1,14,0,-1,9037,0
,2,18,4,-1,9038,0
,3,13,1,-1,9039,0
,4,15,1,-1,9040,0
,5,16,1,-1,9041,0
,6,17,0,-1,9042,0
,7,20,0,-1,9043,0
,8,20,1,-1,9044,0
,9,18,0,-1,9045,0
,10,20,0,-1,9046,0
,11,106,0,-1,9047,0
,12,19,1,-1,9048,0
,13,106,4,-1,9049,0
,14,106,4,-1,9050,0
,15,16,0,-1,9051,0
,16,106,4,-1,9052,0
,17,106,3,-1,9053,0
,18,20,3,-1,9054,0
,19,106,0,-1,9055,0
,20,15,3,-1,9056,0
,21,106,0,-1,9057,0
,22,106,0,-1,9058,0
,23,106,0,-1,9059,0
,24,18,3,-1,9060,0
,25,20,3,-1,9061,1
,26,12,-1,-1,-1,0
,27,12,-1,-1,-1,0
,28,21,3,-1,9062,0
,29,21,3,-1,9063,0
,30,21,0,-1,9064,0
,31,20,1,-1,9065,0
,32,21,1,-1,9066,0
,33,13,4,-1,9067,0
,34,21,0,-1,9068,0
,35,21,0,-1,9069,0
,36,21,0,-1,9070,0
,37,19,2,-1,9071,1
,38,12,-1,-1,-1,0
,39,12,-1,-1,-1,0
,40,21,3,-1,9072,0
,41,15,3,-1,9073,0
,42,16,0,-1,9074,0
,43,19,1,-1,9075,0
,44,21,0,-1,9076,0
,45,21,3,-1,9077,0
,46,21,3,-1,9078,0
,47,21,3,-1,9079,0
,48,14,0,-1,9080,0
,49,21,0,-1,9081,0
,50,21,0,-1,9082,0
,51,21,1,-1,9083,0
,52,13,1,-1,9084,0
,53,17,1,-1,9085,0
,54,17,1,-1,9086,0
,55,16,1,-1,9087,0
,56,21,1,-1,9088,0
,57,21,0,-1,9089,0
,58,17,0,-1,9090,0
,59,21,2,-1,9091,0
,60,20,4,-1,9092,1
,61,12,-1,-1,-1,0
,62,12,-1,-1,-1,0
,63,12,-1,-1,-1,0
,64,13,1,-1,9093,0
,65,21,0,-1,9094,0
,66,21,0,-1,9095,0
,67,18,1,-1,9096,0
,68,21,1,-1,9097,0
,69,21,0,-1,9098,1
,70,12,-1,-1,-1,0
,71,12,-1,-1,-1,0
,72,21,0,-1,9099,0
,73,21,1,-1,9100,0
,74,18,1,-1,9101,0
,75,16,0,-1,9102,0
,76,13,1,-1,9103,0
,77,19,1,-1,9104,0
,78,14,0,-1,9105,0
未作成テキスト,79,-1,-1,-1,-1,0
未作成テキスト,80,-1,-1,-1,-1,0
未作成テキスト,81,-1,-1,-1,-1,0
未作成テキスト,82,-1,-1,-1,-1,0
未作成テキスト,83,-1,-1,-1,-1,0
未作成テキスト,84,-1,-1,-1,-1,0
未作成テキスト,85,-1,-1,-1,-1,0
未作成テキスト,86,-1,-1,-1,-1,0
未作成テキスト,87,-1,-1,-1,-1,0
未作成テキスト,88,-1,-1,-1,-1,0
未作成テキスト,89,-1,-1,-1,-1,0
未作成テキスト,90,-1,-1,-1,-1,0
未作成テキスト,91,-1,-1,-1,-1,0
未作成テキスト,92,-1,-1,-1,-1,0
未作成テキスト,93,-1,-1,-1,-1,0
未作成テキスト,94,-1,-1,-1,-1,0
未作成テキスト,95,-1,-1,-1,-1,0
未作成テキスト,96,-1,-1,-1,-1,0
未作成テキスト,97,-1,-1,-1,-1,0
未作成テキスト,98,-1,-1,-1,-1,0
未作成テキスト,99,-1,-1,-1,-1,0
未作成テキスト,100,-1,-1,-1,-1,0
未作成テキスト,101,-1,-1,-1,-1,0
未作成テキスト,102,-1,-1,-1,-1,0
未作成テキスト,103,-1,-1,-1,-1,0
未作成テキスト,104,-1,-1,-1,-1,0
未作成テキスト,105,-1,-1,-1,-1,0
未作成テキスト,106,-1,-1,-1,-1,0
未作成テキスト,107,-1,-1,-1,-1,0
未作成テキスト,108,-1,-1,-1,-1,0
未作成テキスト,109,-1,-1,-1,-1,0
未作成テキスト,110,-1,-1,-1,-1,0
未作成テキスト,111,-1,-1,-1,-1,0
未作成テキスト,112,-1,-1,-1,-1,0
未作成テキスト,113,-1,-1,-1,-1,0
未作成テキスト,114,-1,-1,-1,-1,0
未作成テキスト,115,-1,-1,-1,-1,0
未作成テキスト,116,-1,-1,-1,-1,0
未作成テキスト,117,-1,-1,-1,-1,0
未作成テキスト,118,-1,-1,-1,-1,0
未作成テキスト,119,-1,-1,-1,-1,0
未作成テキスト,120,-1,-1,-1,-1,0
未作成テキスト,121,-1,-1,-1,-1,0
未作成テキスト,122,-1,-1,-1,-1,0
未作成テキスト,123,-1,-1,-1,-1,0
未作成テキスト,124,-1,-1,-1,-1,0
未作成テキスト,125,-1,-1,-1,-1,0
未作成テキスト,126,-1,-1,-1,-1,0
未作成テキスト,127,-1,-1,-1,-1,0
未作成テキスト,128,-1,-1,-1,-1,0
未作成テキスト,129,-1,-1,-1,-1,0
未作成テキスト,130,-1,-1,-1,-1,0
